filename,label
dog/000000/00.png,0
dog/000000/01.png,0
dog/000000/02.png,0
dog/000000/03.png,0
dog/000000/04.png,0
dog/000001/00.png,1
dog/000001/01.png,1
dog/000001/02.png,1
dog/000001/03.png,1
dog/000001/04.png,1
dog/000001/05.png,1
dog/000002/00.png,2
dog/000002/01.png,2
dog/000002/02.png,2
dog/000002/03.png,2
dog/000002/04.png,2
dog/000002/05.png,2
dog/000002/06.png,2
dog/000002/07.png,2
dog/000002/08.png,2
dog/000003/00.png,3
dog/000003/01.png,3
dog/000003/02.png,3
dog/000003/03.png,3
dog/000003/04.png,3
dog/000004/00.png,4
dog/000004/01.png,4
dog/000004/02.png,4
dog/000004/03.png,4
dog/000005/00.png,5
dog/000005/01.png,5
dog/000005/02.png,5
dog/000005/03.png,5
dog/000005/04.png,5
dog/000005/05.png,5
dog/000006/00.png,6
dog/000006/01.png,6
dog/000006/02.png,6
dog/000006/03.png,6
dog/000006/04.png,6
dog/000007/00.png,7
dog/000007/01.png,7
dog/000007/02.png,7
dog/000007/03.png,7
dog/000008/00.png,8
dog/000008/01.png,8
dog/000008/02.png,8
dog/000008/03.png,8
dog/000009/00.png,9
dog/000009/01.png,9
dog/000009/02.png,9
dog/000009/03.png,9
dog/000009/04.png,9
dog/000009/05.png,9
dog/000009/06.png,9
dog/000009/07.png,9
dog/000009/08.png,9
dog/000010/00.png,10
dog/000010/01.png,10
dog/000010/02.png,10
dog/000010/03.png,10
dog/000010/04.png,10
dog/000010/05.png,10
dog/000011/00.png,11
dog/000011/01.png,11
dog/000011/02.png,11
dog/000011/03.png,11
dog/000012/00.png,12
dog/000012/01.png,12
dog/000012/02.png,12
dog/000012/03.png,12
dog/000013/00.png,13
dog/000013/01.png,13
dog/000013/02.png,13
dog/000013/03.png,13
dog/000013/04.png,13
dog/000013/05.png,13
dog/000014/00.png,14
dog/000014/01.png,14
dog/000014/02.png,14
dog/000014/03.png,14
dog/000014/04.png,14
dog/000014/05.png,14
dog/000014/06.png,14
dog/000014/07.png,14
dog/000015/00.png,15
dog/000015/01.png,15
dog/000015/02.png,15
dog/000015/03.png,15
dog/000016/00.png,16
dog/000016/01.png,16
dog/000016/02.png,16
dog/000016/03.png,16
dog/000016/04.png,16
dog/000016/05.png,16
dog/000016/06.png,16
dog/000017/00.png,17
dog/000017/01.png,17
dog/000017/02.png,17
dog/000017/03.png,17
dog/000017/04.png,17
dog/000018/00.png,18
dog/000018/01.png,18
dog/000018/02.png,18
dog/000018/03.png,18
dog/000019/00.png,19
dog/000019/01.png,19
dog/000019/02.png,19
dog/000019/03.png,19
dog/000020/00.png,20
dog/000020/01.png,20
dog/000020/02.png,20
dog/000020/03.png,20
dog/000021/00.png,21
dog/000021/01.png,21
dog/000021/02.png,21
dog/000021/03.png,21
dog/000021/04.png,21
dog/000022/00.png,22
dog/000022/01.png,22
dog/000022/02.png,22
dog/000022/03.png,22
dog/000022/04.png,22
dog/000022/05.png,22
dog/000022/06.png,22
dog/000023/00.png,23
dog/000023/01.png,23
dog/000023/02.png,23
dog/000023/03.png,23
dog/000023/04.png,23
dog/000023/05.png,23
dog/000024/00.png,24
dog/000024/01.png,24
dog/000024/02.png,24
dog/000024/03.png,24
dog/000024/04.png,24
dog/000024/05.png,24
dog/000024/06.png,24
dog/000025/00.png,25
dog/000025/01.png,25
dog/000025/02.png,25
dog/000025/03.png,25
dog/000025/04.png,25
dog/000025/05.png,25
dog/000025/06.png,25
dog/000025/07.png,25
dog/000026/00.png,26
dog/000026/01.png,26
dog/000026/02.png,26
dog/000026/03.png,26
dog/000027/00.png,27
dog/000027/01.png,27
dog/000027/02.png,27
dog/000027/03.png,27
dog/000027/04.png,27
dog/000027/05.png,27
dog/000027/06.png,27
dog/000028/00.png,28
dog/000028/01.png,28
dog/000028/02.png,28
dog/000028/03.png,28
dog/000029/00.png,29
dog/000029/01.png,29
dog/000029/02.png,29
dog/000029/03.png,29
dog/000030/00.png,30
dog/000030/01.png,30
dog/000030/02.png,30
dog/000030/03.png,30
dog/000030/04.png,30
dog/000030/05.png,30
dog/000030/06.png,30
dog/000030/07.png,30
dog/000030/08.png,30
dog/000031/00.png,31
dog/000031/01.png,31
dog/000031/02.png,31
dog/000031/03.png,31
dog/000031/04.png,31
dog/000031/05.png,31
dog/000031/06.png,31
dog/000031/07.png,31
dog/000032/00.png,32
dog/000032/01.png,32
dog/000032/02.png,32
dog/000032/03.png,32
dog/000032/04.png,32
dog/000032/05.png,32
dog/000032/06.png,32
dog/000033/00.png,33
dog/000033/01.png,33
dog/000033/02.png,33
dog/000033/03.png,33
dog/000034/00.png,34
dog/000034/01.png,34
dog/000034/02.png,34
dog/000034/03.png,34
dog/000034/04.png,34
dog/000035/00.png,35
dog/000035/01.png,35
dog/000035/02.png,35
dog/000035/03.png,35
dog/000036/00.png,36
dog/000036/01.png,36
dog/000036/02.png,36
dog/000036/03.png,36
dog/000036/04.png,36
dog/000036/05.png,36
dog/000036/06.png,36
dog/000036/07.png,36
dog/000036/08.png,36
dog/000037/00.png,37
dog/000037/01.png,37
dog/000037/02.png,37
dog/000037/03.png,37
dog/000038/00.png,38
dog/000038/01.png,38
dog/000038/02.png,38
dog/000038/03.png,38
dog/000039/00.png,39
dog/000039/01.png,39
dog/000039/02.png,39
dog/000039/03.png,39
dog/000040/00.png,40
dog/000040/01.png,40
dog/000040/02.png,40
dog/000040/03.png,40
dog/000041/00.png,41
dog/000041/01.png,41
dog/000041/02.png,41
dog/000041/03.png,41
dog/000042/00.png,42
dog/000042/01.png,42
dog/000042/02.png,42
dog/000042/03.png,42
dog/000043/00.png,43
dog/000043/01.png,43
dog/000043/02.png,43
dog/000043/03.png,43
dog/000043/04.png,43
dog/000043/05.png,43
dog/000043/06.png,43
dog/000044/00.png,44
dog/000044/01.png,44
dog/000044/02.png,44
dog/000044/03.png,44
dog/000044/04.png,44
dog/000044/05.png,44
dog/000045/00.png,45
dog/000045/01.png,45
dog/000045/02.png,45
dog/000045/03.png,45
dog/000045/04.png,45
dog/000045/05.png,45
dog/000046/00.png,46
dog/000046/01.png,46
dog/000046/02.png,46
dog/000046/03.png,46
dog/000046/04.png,46
dog/000046/05.png,46
dog/000047/00.png,47
dog/000047/01.png,47
dog/000047/02.png,47
dog/000047/03.png,47
dog/000048/00.png,48
dog/000048/01.png,48
dog/000048/02.png,48
dog/000048/03.png,48
dog/000048/04.png,48
dog/000048/05.png,48
dog/000048/06.png,48
dog/000048/07.png,48
dog/000048/08.png,48
dog/000049/00.png,49
dog/000049/01.png,49
dog/000049/02.png,49
dog/000049/03.png,49
dog/000049/04.png,49
dog/000049/05.png,49
dog/000050/00.png,50
dog/000050/01.png,50
dog/000050/02.png,50
dog/000050/03.png,50
dog/000051/00.png,51
dog/000051/01.png,51
dog/000051/02.png,51
dog/000051/03.png,51
dog/000051/04.png,51
dog/000051/05.png,51
dog/000051/06.png,51
dog/000052/00.png,52
dog/000052/01.png,52
dog/000052/02.png,52
dog/000052/03.png,52
dog/000052/04.png,52
dog/000052/05.png,52
dog/000052/06.png,52
dog/000052/07.png,52
dog/000052/08.png,52
dog/000053/00.png,53
dog/000053/01.png,53
dog/000053/02.png,53
dog/000053/03.png,53
dog/000053/04.png,53
dog/000053/05.png,53
dog/000053/06.png,53
dog/000053/07.png,53
dog/000054/00.png,54
dog/000054/01.png,54
dog/000054/02.png,54
dog/000054/03.png,54
dog/000055/00.png,55
dog/000055/01.png,55
dog/000055/02.png,55
dog/000055/03.png,55
dog/000056/00.png,56
dog/000056/01.png,56
dog/000056/02.png,56
dog/000056/03.png,56
dog/000056/04.png,56
dog/000056/05.png,56
dog/000057/00.png,57
dog/000057/01.png,57
dog/000057/02.png,57
dog/000057/03.png,57
dog/000057/04.png,57
dog/000058/00.png,58
dog/000058/01.png,58
dog/000058/02.png,58
dog/000058/03.png,58
dog/000058/04.png,58
dog/000059/00.png,59
dog/000059/01.png,59
dog/000059/02.png,59
dog/000059/03.png,59
dog/000060/00.png,60
dog/000060/01.png,60
dog/000060/02.png,60
dog/000060/03.png,60
dog/000060/04.png,60
dog/000060/05.png,60
dog/000060/06.png,60
dog/000061/00.png,61
dog/000061/01.png,61
dog/000061/02.png,61
dog/000061/03.png,61
dog/000061/04.png,61
dog/000061/05.png,61
dog/000062/00.png,62
dog/000062/01.png,62
dog/000062/02.png,62
dog/000062/03.png,62
dog/000063/00.png,63
dog/000063/01.png,63
dog/000063/02.png,63
dog/000063/03.png,63
dog/000063/04.png,63
dog/000064/00.png,64
dog/000064/01.png,64
dog/000064/02.png,64
dog/000064/03.png,64
dog/000064/04.png,64
dog/000065/00.png,65
dog/000065/01.png,65
dog/000065/02.png,65
dog/000065/03.png,65
dog/000065/04.png,65
dog/000066/00.png,66
dog/000066/01.png,66
dog/000066/02.png,66
dog/000066/03.png,66
dog/000067/00.png,67
dog/000067/01.png,67
dog/000067/02.png,67
dog/000067/03.png,67
dog/000067/04.png,67
dog/000067/05.png,67
dog/000067/06.png,67
dog/000068/00.png,68
dog/000068/01.png,68
dog/000068/02.png,68
dog/000068/03.png,68
dog/000069/00.png,69
dog/000069/01.png,69
dog/000069/02.png,69
dog/000069/03.png,69
dog/000069/04.png,69
dog/000070/00.png,70
dog/000070/01.png,70
dog/000070/02.png,70
dog/000070/03.png,70
dog/000071/00.png,71
dog/000071/01.png,71
dog/000071/02.png,71
dog/000071/03.png,71
dog/000071/04.png,71
